InvoiceNo,StockCode,Product,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C536817,71477,,-1,02-12-2010 17:08,3.25,14156,EIRE
536840,22961,,12,02-12-2010 18:27,1.45,12738,Germany
536840,22962,,12,02-12-2010 18:27,0.85,12738,Germany
536840,22963,,12,02-12-2010 18:27,0.85,12738,Germany
536840,22776,,1,02-12-2010 18:27,9.95,12738,Germany
536840,22952,,24,02-12-2010 18:27,0.55,12738,Germany
536840,22077,,12,02-12-2010 18:27,1.65,12738,Germany
536840,22215,,2,02-12-2010 18:27,8.5,12738,Germany
536840,21977,,24,02-12-2010 18:27,0.55,12738,Germany
536840,84991,,24,02-12-2010 18:27,0.55,12738,Germany
536840,21212,,24,02-12-2010 18:27,0.55,12738,Germany
536840,POST,,1,02-12-2010 18:27,18,12738,Germany
536852,22549,,12,03-12-2010 09:51,1.45,12686,France
536852,22544,,24,03-12-2010 09:51,0.42,12686,France
536852,22539,,24,03-12-2010 09:51,0.42,12686,France
536852,22661,,10,03-12-2010 09:51,0.85,12686,France
536852,21791,,12,03-12-2010 09:51,1.25,12686,France
536852,21786,,24,03-12-2010 09:51,0.42,12686,France
536852,POST,,1,03-12-2010 09:51,18,12686,France
536858,22326,,30,03-12-2010 10:36,2.95,13520,Switzerland
536858,22554,,36,03-12-2010 10:36,1.65,13520,Switzerland
536858,21731,,24,03-12-2010 10:36,1.65,13520,Switzerland
536858,20677,,16,03-12-2010 10:36,1.25,13520,Switzerland
536858,20750,,2,03-12-2010 10:36,7.95,13520,Switzerland
536858,POST,,2,03-12-2010 10:36,40,13520,Switzerland
536861,22149,,6,03-12-2010 10:44,2.1,12427,Germany
536861,22077,,12,03-12-2010 10:44,1.65,12427,Germany
536861,21249,,6,03-12-2010 10:44,2.95,12427,Germany
536861,22636,,8,03-12-2010 10:44,7.65,12427,Germany
536861,22634,,8,03-12-2010 10:44,8.5,12427,Germany
536861,22301,,6,03-12-2010 10:44,2.55,12427,Germany
536861,22300,,6,03-12-2010 10:44,2.55,12427,Germany
536861,21328,,12,03-12-2010 10:44,1.65,12427,Germany
536861,21329,,12,03-12-2010 10:44,1.65,12427,Germany
536861,POST,,3,03-12-2010 10:44,18,12427,Germany
536885,21832,,24,03-12-2010 11:42,1.65,,EIRE
536885,21523,,10,03-12-2010 11:42,6.75,,EIRE
536885,48184,,10,03-12-2010 11:42,6.75,,EIRE
536885,22837,,24,03-12-2010 11:42,4.65,,EIRE
536885,22632,,12,03-12-2010 11:42,2.1,,EIRE
536885,22834,,12,03-12-2010 11:42,2.1,,EIRE
536885,22867,,12,03-12-2010 11:42,2.1,,EIRE
536885,22865,,12,03-12-2010 11:42,2.1,,EIRE
536885,22866,,12,03-12-2010 11:42,2.1,,EIRE
536885,22312,,36,03-12-2010 11:42,2.95,,EIRE
536885,51014C,,36,03-12-2010 11:42,0.85,,EIRE
536890,17090A,,36,03-12-2010 11:48,0.85,14156,EIRE
536890,17084R,,1440,03-12-2010 11:48,0.16,14156,EIRE
536890,17091J,,72,03-12-2010 11:48,0.85,14156,EIRE
536944,22383,,70,03-12-2010 12:20,1.65,12557,Spain
536944,22384,,100,03-12-2010 12:20,1.45,12557,Spain
536944,20727,,60,03-12-2010 12:20,1.65,12557,Spain
536944,20725,,70,03-12-2010 12:20,1.65,12557,Spain
536944,20728,,100,03-12-2010 12:20,1.45,12557,Spain
536967,POST,,1,03-12-2010 12:57,18,12600,Germany
536967,85099B,,30,03-12-2010 12:57,1.95,12600,Germany
536971,21733,,32,03-12-2010 13:40,2.55,12779,Poland
536971,21232,,24,03-12-2010 13:40,1.25,12779,Poland
536971,37446,,8,03-12-2010 13:40,1.45,12779,Poland
536971,37448,,24,03-12-2010 13:40,1.49,12779,Poland
536971,21700,,24,03-12-2010 13:40,0.85,12779,Poland
536971,22844,,4,03-12-2010 13:40,8.5,12779,Poland
536971,22961,,12,03-12-2010 13:40,1.45,12779,Poland
536971,22969,,12,03-12-2010 13:40,1.45,12779,Poland
536974,15056BL,,9,03-12-2010 13:59,5.95,12682,France
536974,15056P,,3,03-12-2010 13:59,5.95,12682,France
536974,20679,,6,03-12-2010 13:59,5.95,12682,France
536974,21915,,12,03-12-2010 13:59,1.25,12682,France
536974,22659,,12,03-12-2010 13:59,1.95,12682,France
536974,22352,,12,03-12-2010 13:59,2.55,12682,France
536974,22892,,12,03-12-2010 13:59,1.25,12682,France
536974,22027,,12,03-12-2010 13:59,0.42,12682,France
536974,20749,,2,03-12-2010 13:59,7.95,12682,France
536974,20750,,2,03-12-2010 13:59,7.95,12682,France
536974,21700,,12,03-12-2010 13:59,0.85,12682,France
536974,22748,,6,03-12-2010 13:59,2.1,12682,France
536974,22080,,10,03-12-2010 13:59,1.65,12682,France
536974,20725,,10,03-12-2010 13:59,1.65,12682,France
536974,20726,,10,03-12-2010 13:59,1.65,12682,France
536974,POST,,2,03-12-2010 13:59,18,12682,France
536975,84352,,1,03-12-2010 14:04,16.95,14911,EIRE
536975,22948,,24,03-12-2010 14:04,0.85,14911,EIRE
536975,22945,,36,03-12-2010 14:04,0.85,14911,EIRE
536975,22944,,24,03-12-2010 14:04,1.25,14911,EIRE
536975,22158,,8,03-12-2010 14:04,2.95,14911,EIRE
536975,22572,,12,03-12-2010 14:04,0.85,14911,EIRE
536975,22571,,12,03-12-2010 14:04,0.85,14911,EIRE
536975,22246,,12,03-12-2010 14:04,1.95,14911,EIRE
536975,22910,,6,03-12-2010 14:04,2.95,14911,EIRE
536975,22086,,6,03-12-2010 14:04,2.95,14911,EIRE
536975,20668,,48,03-12-2010 14:04,0.12,14911,EIRE
536975,22909,,24,03-12-2010 14:04,0.85,14911,EIRE
536975,22952,,24,03-12-2010 14:04,0.55,14911,EIRE
536975,21815,,24,03-12-2010 14:04,1.45,14911,EIRE
536975,35967,,24,03-12-2010 14:04,0.38,14911,EIRE
536975,22049,,50,03-12-2010 14:04,0.42,14911,EIRE
536975,85032D,,12,03-12-2010 14:04,2.1,14911,EIRE
536975,22752,,6,03-12-2010 14:04,8.5,14911,EIRE
536975,22075,,12,03-12-2010 14:04,1.65,14911,EIRE
536975,22585,,12,03-12-2010 14:04,1.25,14911,EIRE
536975,22844,,4,03-12-2010 14:04,8.5,14911,EIRE
536975,22845,,4,03-12-2010 14:04,6.35,14911,EIRE
536975,22846,,2,03-12-2010 14:04,16.95,14911,EIRE
536975,22847,,2,03-12-2010 14:04,16.95,14911,EIRE
536975,22848,,2,03-12-2010 14:04,16.95,14911,EIRE
536975,22849,,2,03-12-2010 14:04,16.95,14911,EIRE
536975,22946,,2,03-12-2010 14:04,16.95,14911,EIRE
536975,22947,,2,03-12-2010 14:04,16.95,14911,EIRE
536975,22560,,24,03-12-2010 14:04,1.25,14911,EIRE
536975,21912,,4,03-12-2010 14:04,3.75,14911,EIRE
536975,22549,,12,03-12-2010 14:04,1.45,14911,EIRE
536975,21914,,12,03-12-2010 14:04,1.25,14911,EIRE
536975,21888,,4,03-12-2010 14:04,3.75,14911,EIRE
536975,22623,,3,03-12-2010 14:04,4.95,14911,EIRE
536975,21064,,6,03-12-2010 14:04,5.95,14911,EIRE
536975,84558A,,6,03-12-2010 14:04,2.95,14911,EIRE
536975,85227,,12,03-12-2010 14:04,0.85,14911,EIRE
536975,22299,,24,03-12-2010 14:04,1.25,14911,EIRE
536975,22180,,4,03-12-2010 14:04,9.95,14911,EIRE
536975,84849B,,12,03-12-2010 14:04,1.69,14911,EIRE
536975,84849A,,12,03-12-2010 14:04,1.69,14911,EIRE
536975,20966,,10,03-12-2010 14:04,1.25,14911,EIRE
536975,20961,,10,03-12-2010 14:04,1.25,14911,EIRE
536975,22863,,6,03-12-2010 14:04,2.95,14911,EIRE
536975,22423,,4,03-12-2010 14:04,12.75,14911,EIRE
536975,22304,,6,03-12-2010 14:04,2.55,14911,EIRE
536975,22837,,8,03-12-2010 14:04,4.65,14911,EIRE
536975,22941,,12,03-12-2010 14:04,8.5,14911,EIRE
536975,22942,,10,03-12-2010 14:04,8.5,14911,EIRE
536975,22816,,24,03-12-2010 14:04,0.42,14911,EIRE
536975,22121,,12,03-12-2010 14:04,5.45,14911,EIRE
536975,79321,,4,03-12-2010 14:04,4.95,14911,EIRE
536975,22704,,25,03-12-2010 14:04,0.42,14911,EIRE
536975,22705,,25,03-12-2010 14:04,0.42,14911,EIRE
536975,22748,,6,03-12-2010 14:04,2.1,14911,EIRE
536975,22745,,6,03-12-2010 14:04,2.1,14911,EIRE
536975,22746,,6,03-12-2010 14:04,2.1,14911,EIRE
536975,22747,,6,03-12-2010 14:04,2.1,14911,EIRE
536975,22592,,4,03-12-2010 14:04,3.75,14911,EIRE
536975,21165,,12,03-12-2010 14:04,1.69,14911,EIRE
536975,21179,,12,03-12-2010 14:04,1.25,14911,EIRE
536975,21164,,6,03-12-2010 14:04,2.95,14911,EIRE
536975,21484,,4,03-12-2010 14:04,3.45,14911,EIRE
536975,22114,,8,03-12-2010 14:04,3.95,14911,EIRE
536975,84030E,,4,03-12-2010 14:04,4.25,14911,EIRE
536975,22113,,8,03-12-2010 14:04,3.75,14911,EIRE
536975,22112,,9,03-12-2010 14:04,4.95,14911,EIRE
536975,84559A,,12,03-12-2010 14:04,0.85,14911,EIRE
536975,84559B,,12,03-12-2010 14:04,0.85,14911,EIRE
536975,20981,,12,03-12-2010 14:04,0.85,14911,EIRE
536975,20982,,12,03-12-2010 14:04,0.85,14911,EIRE
536983,22331,,8,03-12-2010 14:30,1.65,12712,Germany
536983,22865,,12,03-12-2010 14:30,2.1,12712,Germany
536983,22171,,4,03-12-2010 14:30,8.5,12712,Germany
536983,22926,,4,03-12-2010 14:30,5.95,12712,Germany
536983,22914,,3,03-12-2010 14:30,4.95,12712,Germany
536983,84849D,,12,03-12-2010 14:30,1.69,12712,Germany
536983,22445,,6,03-12-2010 14:30,2.95,12712,Germany
536983,16016,,10,03-12-2010 14:30,0.85,12712,Germany
536983,POST,,1,03-12-2010 14:30,18,12712,Germany
536990,21992,,6,03-12-2010 15:14,2.95,12793,Portugal
536990,22383,,10,03-12-2010 15:14,1.65,12793,Portugal
536990,20728,,14,03-12-2010 15:14,1.65,12793,Portugal
536990,20658,,12,03-12-2010 15:14,1.25,12793,Portugal
536990,20669,,12,03-12-2010 15:14,1.25,12793,Portugal
536990,POST,,1,03-12-2010 15:14,28,12793,Portugal
536990,20726,,10,03-12-2010 15:14,1.65,12793,Portugal
537022,22791,,12,03-12-2010 15:45,1.25,12725,Italy
537022,21287,,12,03-12-2010 15:45,1.25,12725,Italy
537022,79337,,6,03-12-2010 15:45,1.65,12725,Italy
537022,85111,,12,03-12-2010 15:45,1.25,12725,Italy
537022,85038,,6,03-12-2010 15:45,2.1,12725,Italy
537022,22809,,6,03-12-2010 15:45,2.95,12725,Italy
537022,22810,,6,03-12-2010 15:45,2.95,12725,Italy
537022,20956,,12,03-12-2010 15:45,1.25,12725,Italy
537022,22307,,6,03-12-2010 15:45,1.95,12725,Italy
537022,85078,,24,03-12-2010 15:45,0.65,12725,Italy
537022,72802A,,6,03-12-2010 15:45,4.25,12725,Italy
537022,72803A,,4,03-12-2010 15:45,4.25,12725,Italy
537022,72807C,,4,03-12-2010 15:45,4.25,12725,Italy
537022,85034A,,4,03-12-2010 15:45,4.25,12725,Italy
537022,85035C,,4,03-12-2010 15:45,4.25,12725,Italy
537022,85036B,,6,03-12-2010 15:45,4.25,12725,Italy
537022,85035B,,4,03-12-2010 15:45,4.25,12725,Italy
537022,85035A,,4,03-12-2010 15:45,4.25,12725,Italy
537022,85034C,,4,03-12-2010 15:45,4.25,12725,Italy
537022,72741,,9,03-12-2010 15:45,1.45,12725,Italy
537022,84614A,,2,03-12-2010 15:45,5.95,12725,Italy
537022,22697,,6,03-12-2010 15:45,2.95,12725,Italy
537022,84031A,,3,03-12-2010 15:45,4.65,12725,Italy
537022,POST,,2,03-12-2010 15:45,28,12725,Italy
537026,84375,,12,03-12-2010 16:35,2.1,12395,Belgium
537026,21217,,2,03-12-2010 16:35,9.95,12395,Belgium
537026,21212,,120,03-12-2010 16:35,0.42,12395,Belgium
537026,21977,,120,03-12-2010 16:35,0.42,12395,Belgium
537026,22417,,120,03-12-2010 16:35,0.42,12395,Belgium
537026,21975,,48,03-12-2010 16:35,0.55,12395,Belgium
537026,21976,,48,03-12-2010 16:35,0.55,12395,Belgium
537026,22551,,12,03-12-2010 16:35,1.65,12395,Belgium
537026,85099B,,10,03-12-2010 16:35,1.95,12395,Belgium
537026,22355,,10,03-12-2010 16:35,0.85,12395,Belgium
537026,84992,,24,03-12-2010 16:35,0.55,12395,Belgium
537026,POST,,2,03-12-2010 16:35,18,12395,Belgium
537065,22837,,8,05-12-2010 11:57,4.65,12567,France
537065,22846,,1,05-12-2010 11:57,16.95,12567,France
537065,22892,,12,05-12-2010 11:57,1.25,12567,France
537065,22968,,8,05-12-2010 11:57,8.5,12567,France
537065,84678,,6,05-12-2010 11:57,2.55,12567,France
537065,20665,,6,05-12-2010 11:57,2.95,12567,France
537065,21786,,24,05-12-2010 11:57,0.42,12567,France
537065,21787,,24,05-12-2010 11:57,0.85,12567,France
537065,20750,,6,05-12-2010 11:57,7.95,12567,France
537065,20749,,2,05-12-2010 11:57,7.95,12567,France
537065,21774,,12,05-12-2010 11:57,1.25,12567,France
537065,21121,,24,05-12-2010 11:57,1.25,12567,France
537065,21439,,12,05-12-2010 11:57,1.25,12567,France
537065,47566,,5,05-12-2010 11:57,4.65,12567,France
537065,22727,,4,05-12-2010 11:57,3.75,12567,France
537065,22726,,4,05-12-2010 11:57,3.75,12567,France
537065,22728,,4,05-12-2010 11:57,3.75,12567,France
537065,22729,,4,05-12-2010 11:57,3.75,12567,France
537065,22243,,12,05-12-2010 11:57,1.65,12567,France
537065,22467,,6,05-12-2010 11:57,2.55,12567,France
537065,22318,,6,05-12-2010 11:57,2.95,12567,France
537065,21195,,6,05-12-2010 11:57,2.1,12567,France
537065,20725,,10,05-12-2010 11:57,1.65,12567,France
537065,20726,,20,05-12-2010 11:57,1.65,12567,France
537065,20728,,10,05-12-2010 11:57,1.65,12567,France
537065,21559,,6,05-12-2010 11:57,2.55,12567,France
537065,22326,,6,05-12-2010 11:57,2.95,12567,France
537065,22352,,6,05-12-2010 11:57,2.55,12567,France
537065,21555,,6,05-12-2010 11:57,2.55,12567,France
537065,21533,,3,05-12-2010 11:57,4.95,12567,France
537065,21539,,3,05-12-2010 11:57,4.95,12567,France
537065,22423,,2,05-12-2010 11:57,12.75,12567,France
537065,84997A,,6,05-12-2010 11:57,3.75,12567,France
537065,84997B,,6,05-12-2010 11:57,3.75,12567,France
